ZIP,EV Network,Latitude,Longitude
12205,ChargePoint Network,42.721009,-73.797215
11755,Volta,40.864596,-73.127717
14456,ChargePoint Network,42.859715,-76.98571
11105,Tesla Destination,40.773632,-73.913315
12211,ChargePoint Network,42.685726,-73.76646
11203,FLO,40.654476,-73.946741
12524,Tesla,41.52674,-73.89449
11743,ChargePoint Network,40.832688,-73.359725
12528,Tesla Destination,41.733972,-73.974846
11901,Tesla Destination,40.920448,-72.666154
12309,LIVINGSTON,42.774101,-73.89475
12561,ChargePoint Network,41.756382,-74.081041
10013,Tesla Destination,40.719814,-74.010394
10310,Tesla Destination,40.588001,-74.090126
11769,EV Connect,40.748015,-73.141164
12801,EV Connect,43.30649,-73.653828
11963,Tesla Destination,41.000092,-72.30043
11788,Blink Network,40.80866,-73.23714
14210,ChargePoint Network,42.875099,-78.847289
12054,ChargePoint Network,42.623551,-73.835755
13326,ChargePoint Network,42.62613,-74.94508
14891,EV Connect,42.383664,-76.871132
12065,ChargePoint Network,42.850567,-73.75718
13440,ChargePoint Network,43.218845,-75.463188
14227,ChargePoint Network,42.902649,-78.75321
10011,Tesla Destination,40.748931,-74.006078
12047,ChargePoint Network,42.781628,-73.70572
13905,Non-Networked,42.107612,-75.935778
10583,eVgo Network,40.995411,-73.819055
13202,ChargePoint Network,43.05269,-76.155007
10309,EV Connect,40.516856,-74.196692
10021,Tesla Destination,40.769925,-73.957476
13210,ChargePoint Network,43.035249,-76.13968
13088,ChargePoint Network,43.110046,-76.18823
11901,eVgo Network,40.927889,-72.706158
12845,EV Connect,43.418575,-73.713812
12561,ChargePoint Network,41.741585,-74.088317
12986,EV Connect,44.227526,-74.464482
10027,Tesla Destination,40.811206,-73.963782
10012,Blink Network,40.73138,-74.000705
14203,ChargePoint Network,42.901637,-78.867398
19382,Blink Network,39.960272,-75.587405
12946,ChargePoint Network,44.285366,-73.9843
14623,Tesla Destination,43.12756,-77.665112
12866,ChargePoint Network,43.076363,-73.788431
13326,Non-Networked,42.69854,-74.93117
12866,ChargePoint Network,43.08248,-73.78785
12866,ChargePoint Network,43.066259,-73.780757
11101,Blink Network,40.748547,-73.941626
12205,ChargePoint Network,42.711859,-73.809795
13662,Non-Networked,44.929771,-74.902773
12946,ChargePoint Network,44.220615,-73.92386
12189,ChargePoint Network,42.73454,-73.72825
13820,ChargePoint Network,42.455733,-75.06276
14150,ChargePoint Network,43.002537,-78.84062
10013,Tesla,40.717522,-73.997302
12974,ChargePoint Network,44.048405,-73.46113
12901,Electrify America,44.694078,-73.485288
14618,ChargePoint Network,43.112196,-77.50809
12845,Tesla Destination,43.400634,-73.716573
14211,ChargePoint Network,42.91782,-78.83437
14109,Non-Networked,43.136934,-79.036462
11355,Tesla Destination,40.753639,-73.823616
12205,ChargePoint Network,42.711889,-73.809738
11201,ChargePoint Network,40.70182,-73.986824
14744,Non-Networked,42.423533,-78.158051
10003,Tesla Destination,40.730501,-73.993075
12866,ChargePoint Network,43.084467,-73.782677
12866,ChargePoint Network,43.062104,-73.776278
12547,Tesla Destination,41.666684,-73.955378
12534,ChargePoint Network,42.248825,-73.7956
11720,ChargePoint Network,40.86463,-73.080368
10017,Tesla Destination,40.751676,-73.971144
14222,ChargePoint Network,42.922743,-78.873098
12866,ChargePoint Network,43.08541,-73.76571
12020,ChargePoint Network,42.966588,-73.857343
12561,Tesla Destination,41.740795,-74.067127
12180,ChargePoint Network,42.807076,-73.545144
14221,ChargePoint Network,42.964117,-78.688038
11937,Tesla Destination,40.955338,-72.194145
12986,Tesla Destination,44.22469,-74.448721
12302,ChargePoint Network,42.887598,-73.936759
11206,EVGATEWAY,40.699334,-73.949665
12203,ChargePoint Network,42.70535,-73.86069
12205,ChargePoint Network,42.719104,-73.795364
12205,ChargePoint Network,42.721193,-73.801158
11729,ChargePoint Network,40.762401,-73.305747
12845,ChargePoint Network,43.41169,-73.708435
12189,ChargePoint Network,42.724018,-73.702685
12189,ChargePoint Network,42.729649,-73.69862
12308,ChargePoint Network,42.822025,-73.93199
13630,EV Connect,44.505435,-75.273847
10018,EV Connect,40.756177,-73.990558
11729,ChargePoint Network,40.762409,-73.30568
10507,ChargePoint Network,41.239725,-73.698992
10314,Non-Networked,40.587162,-74.194747
11743,ChargePoint Network,40.828968,-73.429436
11954,Electrify America,41.035911,-71.943488
11747,EV Connect,40.76379,-73.423658
14482,Blink Network,42.978631,-78.005787
12204,ChargePoint Network,42.676205,-73.73344
14572,EV Connect,42.555384,-77.589129
13152,EV Connect,42.948234,-76.431694
11231,Tesla Destination,40.677977,-73.990135
10001,Blink Network,40.747098,-73.986641
11901,Non-Networked,40.924758,-72.704752
12198,ChargePoint Network,42.65306,-73.652081
11901,ChargePoint Network,40.921549,-72.716822
12534,ChargePoint Network,42.281075,-73.751372
12054,ChargePoint Network,42.60918,-73.84738
10940,ChargePoint Network,41.441925,-74.368095
10075,Tesla Destination,40.772197,-73.95183
11978,Tesla Destination,40.789543,-72.662605
13088,Tesla,43.102424,-76.187446
10016,Tesla Destination,40.750254,-73.978627
12208,ChargePoint Network,42.654755,-73.802514
12401,ChargePoint Network,41.929587,-74.002941
12211,ChargePoint Network,42.718662,-73.75385
11776,Non-Networked,40.91966,-73.051332
13413,LIVINGSTON,43.087858,-75.315618
12484,Non-Networked,41.84944,-74.14296
14031,Tesla Destination,42.980201,-78.595784
12866,ChargePoint Network,43.131242,-73.752015
13820,Electrify America,42.447339,-75.048478
10001,Tesla Destination,40.745449,-73.989622
10013,Tesla Destination,40.716947,-73.996472
13617,ChargePoint Network,44.596222,-75.17102
14612,EV Connect,43.235635,-77.624667
10005,Tesla Destination,40.706109,-74.010148
12189,ChargePoint Network,42.73253,-73.72693
12561,ChargePoint Network,41.723953,-74.1176
12180,ChargePoint Network,42.742017,-73.682125
11232,FLO,40.649116,-74.006479
10940,Tesla Destination,41.446952,-74.415608
12047,ChargePoint Network,42.778393,-73.70271
10710,Tesla Destination,40.954894,-73.849732
13208,ChargePoint Network,43.075764,-76.169624
14845,Tesla Destination,42.15882,-76.85612
14127,ChargePoint Network,42.779439,-78.781273
12009,ChargePoint Network,42.713851,-73.935606
14211,ChargePoint Network,42.91303,-78.791232
12110,ChargePoint Network,42.741644,-73.787819
14701,EV Connect,42.122304,-79.240492
11530,ChargePoint Network,40.719629,-73.650059
11757,ChargePoint Network,40.704729,-73.375555
11715,ChargePoint Network,40.743437,-73.035711
14604,ChargePoint Network,43.154533,-77.604714
13066,EV Connect,43.058244,-75.971429
14225,Tesla,42.907291,-78.762217
12211,ChargePoint Network,42.7186,-73.7538
10598,eVgo Network,41.289986,-73.83073
10069,ChargePoint Network,40.772904,-73.992514
12601,ChargePoint Network,41.704998,-73.93104
12561,ChargePoint Network,41.741484,-74.088125
12541,EV Connect,40.782319,-74.314475
12590,ChargePoint Network,41.574939,-73.908107
12846,ChargePoint Network,43.312741,-73.835249
13480,Non-Networked,42.930765,-75.38053
11901,Tesla,40.923424,-72.703538
12804,ChargePoint Network,43.331068,-73.652991
12204,ChargePoint Network,42.676273,-73.73341
11040,ChargePoint Network,40.741064,-73.662146
12801,ChargePoint Network,43.307923,-73.64459
12853,ChargePoint Network,43.681446,-73.97271
13244,SemaCharge Network,43.043475,-76.133898
11703,ChargePoint Network,40.727922,-73.330925
11249,Tesla Destination,40.720475,-73.96265
12946,ChargePoint Network,44.283206,-73.979572
11788,EV Connect,40.810067,-73.267139
10022,Tesla Destination,40.755679,-73.963528
10011,Tesla Destination,40.746762,-74.001428
11249,Tesla,40.721853,-73.956658
14204,ChargePoint Network,42.863679,-78.868118
10475,EV Connect,40.869028,-73.831576
14607,ChargePoint Network,43.151898,-77.600937
14850,ChargePoint Network,42.442142,-76.486112
13820,Non-Networked,42.451285,-75.100333
12203,ChargePoint Network,42.685296,-73.870736
14220,Tesla Destination,42.858887,-78.841502
14006,EV Connect,42.635718,-78.990468
12189,ChargePoint Network,42.729729,-73.698588
12065,ChargePoint Network,42.845306,-73.80787
12211,ChargePoint Network,42.68343,-73.76667
13408,ChargePoint Network,42.890533,-75.64129
10033,Blink Network,40.854693,-73.939432
12205,Non-Networked,42.724676,-73.795448
11777,ChargePoint Network,40.947205,-73.0679
14818,Non-Networked,42.469877,-76.864653
11777,ChargePoint Network,40.945023,-73.069455
10019,Tesla Destination,40.767725,-73.983646
14617,ChargePoint Network,43.209981,-77.598396
11219,ChargePoint Network,40.638536,-73.99864
13077,EV Connect,42.63465,-76.178589
12866,ChargePoint Network,43.084297,-73.803154
11901,ChargePoint Network,40.919684,-72.712696
12946,Tesla Destination,44.284065,-73.983532
10280,Tesla Destination,40.707624,-74.016593
12749,ChargePoint Network,41.685982,-74.830789
10552,ChargePoint Network,40.925934,-73.837135
12590,Non-Networked,41.587383,-73.908392
12777,Tesla Destination,41.589244,-74.713261
12866,ChargePoint Network,43.102972,-73.742407
11790,ChargePoint Network,40.918106,-73.123368
14420,ChargePoint Network,43.213812,-77.947162
12203,ChargePoint Network,42.67736,-73.84706
10044,ChargePoint Network,40.764464,-73.946924
10011,Tesla Destination,40.737094,-73.997754
14513,ChargePoint Network,43.060396,-77.099861
11935,Tesla Destination,41.015587,-72.489904
14227,ChargePoint Network,42.902643,-78.753096
10019,Tesla Destination,40.767111,-73.987232
10065,Blink Network,40.7632,-73.960185
14580,ChargePoint Network,43.19229,-77.49904
10701,Tesla,40.963395,-73.854936
12020,ChargePoint Network,42.96656,-73.857687
12208,ChargePoint Network,42.654902,-73.802322
12159,ChargePoint Network,42.629269,-73.863661
12202,ChargePoint Network,42.637654,-73.758885
13339,ChargePoint Network,42.931182,-74.62216
12302,ChargePoint Network,42.845972,-73.943175
10019,Tesla Destination,40.764459,-73.976349
12604,EV Connect,41.690219,-73.898165
14214,EV Connect,42.927796,-78.847438
10509,ChargePoint Network,41.395991,-73.605373
11590,ChargePoint Network,40.740214,-73.60113
10003,Tesla Destination,40.73644,-73.992027
14604,ChargePoint Network,43.157025,-77.600445
12974,ChargePoint Network,44.04852,-73.46112
12801,ChargePoint Network,43.303116,-73.66215
11109,Tesla Destination,40.748121,-73.95599
12814,ChargePoint Network,43.55707,-73.64526
14818,EV Connect,42.421065,-76.838615
14203,ChargePoint Network,42.901637,-78.867194
13088,ChargePoint Network,43.100499,-76.206647
14210,ChargePoint Network,42.875099,-78.847525
13326,ChargePoint Network,42.626076,-74.94514
11233,FLO,40.679727,-73.931347
10014,Tesla Destination,40.733633,-74.009239
12159,ChargePoint Network,42.657418,-73.838337
12020,ChargePoint Network,42.97366,-73.79479
13901,Tesla Destination,42.101763,-75.914203
14226,ChargePoint Network,42.980373,-78.78906
14228,ChargePoint Network,42.998863,-78.787254
13901,ChargePoint Network,42.097795,-75.914004
12180,ChargePoint Network,42.69757,-73.69042
11746,Non-Networked,40.802658,-73.316725
12020,ChargePoint Network,42.978574,-73.861651
12047,ChargePoint Network,42.781742,-73.705475
12932,ChargePoint Network,44.215187,-73.59424
11215,SemaCharge Network,40.65678,-73.97776
12508,EV Connect,41.507025,-73.974142
12203,LIVINGSTON,42.691791,-73.8522
10901,ChargePoint Network,41.12011,-74.11662
14850,Non-Networked,42.480929,-76.477605
14617,ChargePoint Network,43.210151,-77.597872
12203,ChargePoint Network,42.70329,-73.85692
14623,ChargePoint Network,43.067992,-77.617545
13367,ChargePoint Network,43.78224,-75.487946
12302,ChargePoint Network,42.851647,-73.946779
14787,EV Connect,42.322824,-79.578535
12845,ChargePoint Network,43.4118,-73.70841
12305,LIVINGSTON,42.808482,-73.946468
14546,ChargePoint Network,43.025917,-77.748225
13601,ChargePoint Network,44.041112,-75.899785
11249,Tesla Destination,40.719756,-73.962933
11217,Tesla Destination,40.681274,-73.981216
12866,ChargePoint Network,43.062282,-73.77601
10021,Tesla Destination,40.751784,-73.969463
14850,Non-Networked,42.435042,-76.5088
10601,Non-Networked,41.026867,-73.767674
13441,Tesla Destination,43.209127,-75.412926
12901,ChargePoint Network,44.694843,-73.497986
13601,Tesla Destination,43.971836,-75.911773
13244,SemaCharge Network,43.041032,-76.130233
10011,Tesla Destination,40.748931,-74.006078
14618,EV Connect,43.11115,-77.548642
10019,Blink Network,40.768721,-73.983487
12211,ChargePoint Network,42.685658,-73.766685
13029,LIVINGSTON,43.194612,-76.1267
12010,ChargePoint Network,42.960293,-74.172179
13210,Electrify America,43.016721,-76.136544
12801,ChargePoint Network,43.32201,-73.66531
14072,ChargePoint Network,43.011383,-78.968145
12205,ChargePoint Network,42.704074,-73.813791
12189,ChargePoint Network,42.731922,-73.724144
14850,Tesla Destination,42.401806,-76.502908
10032,FLO,40.839756,-73.943345
12979,EV Connect,44.991537,-73.36399
12601,EV Connect,41.711943,-73.926052
11968,Tesla Destination,40.902715,-72.450378
11743,ChargePoint Network,40.834535,-73.366886
14513,ChargePoint Network,43.060785,-77.104482
14221,ChargePoint Network,42.961981,-78.745451
13904,ChargePoint Network,42.101268,-75.817186
12203,ChargePoint Network,42.703342,-73.85704
14615,Non-Networked,43.203546,-77.661537
12211,ChargePoint Network,42.745908,-73.821081
11949,eVgo Network,40.870427,-72.800084
11738,EV Connect,40.843624,-73.015579
12804,ChargePoint Network,43.355194,-73.65409
10601,EV Connect,41.031941,-73.769376
12866,ChargePoint Network,43.105774,-73.7493
11415,Blink Network,40.713705,-73.831217
13045,Non-Networked,42.571916,-76.216107
12047,ChargePoint Network,42.778316,-73.70262
12866,ChargePoint Network,43.089855,-73.767276
10960,EV Connect,41.090931,-73.91985
13346,EV Connect,42.829834,-75.548995
11720,ChargePoint Network,40.887839,-73.097965
11354,Tesla,40.760856,-73.829765
13204,ChargePoint Network,43.051933,-76.180115
14617,ChargePoint Network,43.202118,-77.574545
13413,ChargePoint Network,43.09282,-75.316514
12953,Tesla Destination,44.847758,-74.300297
12856,ChargePoint Network,43.712299,-74.107122
11220,Non-Networked,40.636324,-74.019228
11954,EV Connect,41.033512,-71.94654
14221,ChargePoint Network,42.995621,-78.783178
11354,Tesla Destination,40.760676,-73.829774
12866,ChargePoint Network,43.057407,-73.787004
13617,ChargePoint Network,44.600904,-75.182876
14075,ChargePoint Network,42.771829,-78.796229
14830,Tesla Destination,42.153255,-77.080389
12845,ChargePoint Network,43.409214,-73.7127
12054,ChargePoint Network,42.60619,-73.850716
12526,ChargePoint Network,42.132595,-73.88265
10994,Tesla,41.094668,-73.955364
12801,ChargePoint Network,43.30801,-73.645355
10305,ChargePoint Network,40.582787,-74.07527
12110,ChargePoint Network,42.766981,-73.814216
12054,ChargePoint Network,42.62047,-73.8394
13350,EV Connect,43.017213,-74.994421
12484,Non-Networked,41.852574,-74.139946
10451,Blink Network,40.822142,-73.931128
11217,Tesla Destination,40.68806,-73.979449
10029,Tesla Destination,40.787343,-73.951003
12206,Non-Networked,42.676971,-73.787334
10016,Tesla Destination,40.716079,-74.015929
14203,ChargePoint Network,42.900863,-78.86391
11901,ChargePoint Network,40.928873,-72.684689
12180,ChargePoint Network,42.735077,-73.68795
14450,EV Connect,43.104278,-77.440851
14203,ChargePoint Network,42.901008,-78.863697
10069,ChargePoint Network,40.772871,-73.992514
14214,ChargePoint Network,42.951204,-78.822398
11225,Tesla,40.669936,-73.963069
10460,ChargePoint Network,40.846205,-73.876513
10280,Tesla Destination,40.708465,-74.016762
13202,ChargePoint Network,43.051581,-76.157208
13820,Tesla Destination,42.444012,-75.086447
10280,Tesla Destination,40.709643,-74.015239
12180,ChargePoint Network,42.727521,-73.681147
10011,Tesla Destination,40.736754,-73.993789
12009,ChargePoint Network,42.714979,-73.935166
12189,ChargePoint Network,42.726239,-73.701389
10036,Tesla Destination,40.760809,-73.998773
12901,Tesla,44.704537,-73.491829
12845,LIVINGSTON,43.364416,-73.700497
12866,EV Connect,43.054195,-73.78681
11568,Tesla Destination,40.801955,-73.601317
12208,ChargePoint Network,42.654749,-73.802485
13601,Non-Networked,43.932998,-75.936638
14203,ChargePoint Network,42.900489,-78.868369
10128,Tesla Destination,40.776302,-73.944521
12993,ChargePoint Network,44.193264,-73.42722
12401,ChargePoint Network,41.918516,-73.982758
10507,ChargePoint Network,41.234114,-73.706621
12309,ChargePoint Network,42.83288,-73.90392
10901,ChargePoint Network,41.12016,-74.11672
13057,ChargePoint Network,43.046277,-76.049236
11571,EV Connect,40.686146,-73.624984
13905,ChargePoint Network,42.135459,-75.912774
11703,EV Connect,40.747521,-73.324952
14830,ChargePoint Network,42.152965,-77.054137
12414,EV Connect,42.246462,-73.885301
14210,ChargePoint Network,42.8749,-78.849874
11706,EV Connect,40.628685,-73.232953
10012,Tesla Destination,40.721724,-73.987776
11219,ChargePoint Network,40.63855,-73.998668
11720,EV Connect,40.881709,-73.076176
14210,ChargePoint Network,42.874889,-78.849833
11369,Tesla Destination,40.767871,-73.867659
12205,ChargePoint Network,42.715393,-73.81351
13165,ChargePoint Network,42.969486,-76.845263
10021,Tesla Destination,40.762948,-73.965513
14623,ChargePoint Network,43.086199,-77.67336
12204,ChargePoint Network,42.70204,-73.715735
11801,Volta,40.773414,-73.533184
12033,Greenlots,42.55098,-73.672545
10069,Tesla Destination,40.775054,-73.989946
14214,EV Connect,42.928891,-78.84737
10028,Tesla Destination,40.776008,-73.949934
12180,ChargePoint Network,42.732976,-73.689525
11379,ChargePoint Network,40.711327,-73.89229
10924,ChargePoint Network,41.397903,-74.341796
11211,Tesla Destination,40.718794,-73.962594
11215,Tesla Destination,40.672726,-73.971664
14456,ChargePoint Network,42.867477,-76.982604
10021,Tesla Destination,40.773815,-73.963696
12010,ChargePoint Network,42.93796,-74.19044
12804,ChargePoint Network,43.29582,-73.67611
10003,Tesla Destination,40.729871,-73.98568
10028,Blink Network,40.775203,-73.950295
13460,Non-Networked,42.678484,-75.497735
11934,EV Connect,40.805016,-72.807488
14526,Non-Networked,43.137476,-77.465214
10016,Tesla Destination,40.742761,-73.974554
14203,ChargePoint Network,42.900864,-78.863776
14203,EV Connect,42.883894,-78.873775
12601,Non-Networked,41.659072,-73.932101
14203,ChargePoint Network,42.901762,-78.867248
12205,ChargePoint Network,42.715828,-73.81499
12207,EV Connect,42.65059,-73.749073
14623,ChargePoint Network,43.101527,-77.622553
12561,ChargePoint Network,41.736788,-74.084313
11205,EV Connect,40.698235,-73.975114
10036,Blink Network,40.758967,-73.995189
10021,Tesla Destination,40.766857,-73.952647
11716,EV Connect,40.776286,-73.095956
14226,ChargePoint Network,42.960455,-78.769121
14059,ChargePoint Network,42.82542,-78.595024
12180,ChargePoint Network,42.72753,-73.681122
10023,Blink Network,40.776152,-73.98282
10028,Tesla Destination,40.772931,-73.945552
12561,ChargePoint Network,41.747807,-74.064644
11746,Non-Networked,40.834455,-73.379693
14621,ChargePoint Network,43.191681,-77.588746
10002,Tesla Destination,40.715074,-73.986927
12583,EV Connect,42.058922,-73.911492
14416,Non-Networked,43.080709,-77.943679
10013,Tesla Destination,40.720215,-74.007465
11780,Non-Networked,40.859886,-73.162067
14171,Non-Networked,42.406807,-78.612777
10065,Blink Network,40.769134,-73.968707
14221,ChargePoint Network,42.964189,-78.688037
14621,ChargePoint Network,43.19733,-77.57841
13617,ChargePoint Network,44.58617,-75.163936
12019,ChargePoint Network,42.939473,-73.874559
12936,ChargePoint Network,44.308086,-73.37458
10025,Tesla Destination,40.797875,-73.961228
10044,ChargePoint Network,40.755093,-73.955605
14586,ChargePoint Network,43.071465,-77.677611
14092,Non-Networked,43.14073,-79.037348
13360,SWTCH,43.753421,-74.795691
10024,Tesla Destination,40.785014,-73.982037
12110,ChargePoint Network,42.761303,-73.81754
14850,ChargePoint Network,42.486806,-76.470601
14221,ChargePoint Network,42.979509,-78.718321
13901,ChargePoint Network,42.09775,-75.911921
14433,ChargePoint Network,43.084488,-76.877235
12845,ChargePoint Network,43.431325,-73.717171
12206,ChargePoint Network,42.679739,-73.779683
12206,eVgo Network,42.680658,-73.790978
12701,ChargePoint Network,41.65952,-74.6908
14127,ChargePoint Network,42.784658,-78.767062
12210,ChargePoint Network,42.654077,-73.752634
10580,eVgo Network,40.989586,-73.671855
14127,ChargePoint Network,42.722323,-78.7443
13057,ChargePoint Network,43.088642,-76.08826
12110,ChargePoint Network,42.71999,-73.75081
14623,Tesla Destination,43.087417,-77.616929
10567,EV Connect,41.310139,-73.905002
10155,ChargePoint Network,40.761101,-73.968238
12110,Non-Networked,42.76943,-73.754611
14150,EV Connect,42.975519,-78.894393
14620,ChargePoint Network,43.1209,-77.625625
13760,ChargePoint Network,42.107258,-76.03795
12209,Tesla Destination,42.636441,-73.791489
11101,ChargePoint Network,40.744546,-73.926319
13210,ChargePoint Network,43.033884,-76.137816
10004,Tesla Destination,40.704976,-74.009682
14456,ChargePoint Network,42.859764,-76.985725
11375,Tesla Destination,40.71961,-73.83934
12203,ChargePoint Network,42.678916,-73.844846
10016,Blink Network,40.741065,-73.975788
14072,ChargePoint Network,43.01484,-78.9723
12853,ChargePoint Network,43.671111,-74.007596
12942,Non-Networked,44.254853,-73.789435
12118,ChargePoint Network,42.957663,-73.789273
10018,Tesla Destination,40.752301,-73.99
14445,ChargePoint Network,43.112972,-77.485756
12180,Tesla Destination,42.721994,-73.678944
10025,Tesla Destination,40.797875,-73.961228
12847,EV Connect,43.9688,-74.418652
10968,Greenlots,41.040137,-73.915998
12561,SemaCharge Network,41.769288,-74.1571
11790,ChargePoint Network,40.914648,-73.119684
12033,ChargePoint Network,42.584536,-73.671005
10926,EV Connect,41.312636,-74.140421
14621,ChargePoint Network,43.19744,-77.578415
11371,ChargePoint Network,40.773009,-73.875324
14210,ChargePoint Network,42.875115,-78.847343
12065,ChargePoint Network,42.868332,-73.781685
12528,Tesla Destination,41.720133,-73.964807
12205,LIVINGSTON,42.695138,-73.771069
10606,ChargePoint Network,41.031107,-73.774648
12801,ChargePoint Network,43.29648,-73.644165
14072,ChargePoint Network,43.011574,-78.968556
14482,EV Connect,43.031125,-77.906025
12054,ChargePoint Network,42.609016,-73.84676
12501,Tesla Destination,41.814971,-73.566438
12207,ChargePoint Network,42.652657,-73.75043
12513,ChargePoint Network,42.22297,-73.73554
12020,ChargePoint Network,42.975723,-73.80608
12603,ChargePoint Network,41.681771,-73.894668
14830,ChargePoint Network,42.153053,-77.05391
12207,EV Connect,42.648002,-73.75229
12524,ChargePoint Network,41.526429,-73.922451
14624,ChargePoint Network,43.153015,-77.734535
12866,ChargePoint Network,43.089261,-73.777312
10024,Tesla Destination,40.794681,-73.963228
11201,Tesla Destination,40.693194,-73.982701
12205,ChargePoint Network,42.738702,-73.820508
14580,EV Connect,43.211389,-77.431667
14070,Non-Networked,42.457597,-78.932165
10706,ChargePoint Network,40.994445,-73.882657
11105,Tesla Destination,40.776944,-73.901382
10701,EV Connect,40.93427,-73.902149
12801,ChargePoint Network,43.30791,-73.644584
14150,ChargePoint Network,43.010323,-78.907524
10605,ChargePoint Network,41.02869,-73.75944
12222,EV Connect,42.683683,-73.821903
14604,ChargePoint Network,43.157074,-77.599958
10036,Greenlots,40.758305,-73.980311
12548,EV Connect,41.59215,-74.088523
12946,ChargePoint Network,44.220392,-73.923811
10065,Tesla Destination,40.764767,-73.967021
10019,Blink Network,40.768432,-73.984033
12202,ChargePoint Network,42.626225,-73.75818
12804,LIVINGSTON,43.299597,-73.680142
14626,ChargePoint Network,43.191075,-77.703873
14513,EV Connect,43.026445,-77.091189
13090,Non-Networked,43.181259,-76.256973
10016,Tesla Destination,40.748094,-73.976864
10155,ChargePoint Network,40.761101,-73.968206
10524,Tesla Destination,41.381167,-73.912428
12477,ChargePoint Network,42.07773,-73.94865
11968,Tesla,40.891909,-72.426995
14850,ChargePoint Network,42.468963,-76.538457
14605,ChargePoint Network,43.16603,-77.591324
12943,Non-Networked,44.19156,-73.786713
12992,ChargePoint Network,44.819695,-73.399925
10128,Tesla Destination,40.785524,-73.95496
14228,ChargePoint Network,42.99886,-78.78732
11758,Tesla,40.701995,-73.432692
10305,ChargePoint Network,40.58297,-74.07527
11706,Non-Networked,40.735644,-73.250949
14221,ChargePoint Network,42.964538,-78.688663
10536,ChargePoint Network,41.259179,-73.682656
11203,FLO,40.656102,-73.940436
13165,ChargePoint Network,42.969166,-76.845266
10023,Tesla,40.780976,-73.980414
14150,ChargePoint Network,43.019109,-78.886973
12205,FLO,42.719125,-73.809943
12983,ChargePoint Network,44.322773,-74.123146
12529,Non-Networked,42.171859,-73.477728
12205,ChargePoint Network,42.704114,-73.81374
14731,ChargePoint Network,42.2618,-78.663077
12180,ChargePoint Network,42.807059,-73.545194
14009,Non-Networked,42.534763,-78.42396
11520,ChargePoint Network,40.655617,-73.596005
14221,EV Connect,42.946406,-78.69727
10034,EV Connect,40.87121,-73.911616
12866,EV Connect,43.046328,-73.806865
11581,Electrify America,40.662119,-73.723241
10024,Tesla Destination,40.786371,-73.977357
14214,ChargePoint Network,42.951003,-78.822599
10024,Tesla Destination,40.788305,-73.971353
13045,ChargePoint Network,42.59763,-76.18639
10029,Tesla Destination,40.791232,-73.95237
10913,Non-Networked,41.071072,-73.950866
11958,Tesla Destination,41.034704,-72.46969
10035,Tesla Destination,40.800795,-73.937382
12498,ChargePoint Network,42.039112,-74.113426
11209,EV Connect,40.62215,-74.02565
12493,ChargePoint Network,41.802999,-73.957188
12866,ChargePoint Network,43.087501,-73.795357
14617,ChargePoint Network,43.201924,-77.574537
12211,ChargePoint Network,42.681545,-73.768265
12009,ChargePoint Network,42.714624,-73.934265
12804,Tesla Destination,43.32838,-73.681677
12110,ChargePoint Network,42.739843,-73.79008
10282,Blink Network,40.71695,-74.014948
13030,ChargePoint Network,43.153633,-75.965896
12095,ChargePoint Network,43.006616,-74.375423
10019,Tesla Destination,40.763,-73.981278
14226,ChargePoint Network,42.960133,-78.76967
12054,ChargePoint Network,42.620461,-73.839323
13340,ChargePoint Network,43.07612,-75.16907
12866,ChargePoint Network,43.093548,-73.75514
12180,ChargePoint Network,42.739586,-73.67092
10033,Tesla Destination,40.848198,-73.931808
11961,Non-Networked,40.881541,-72.871083
10021,Tesla Destination,40.768244,-73.961621
12983,Tesla Destination,44.303141,-74.330399
12065,ChargePoint Network,42.848114,-73.7584
13408,ChargePoint Network,42.893103,-75.639596
14069,ChargePoint Network,42.58734,-78.63811
14617,ChargePoint Network,43.202583,-77.574614
14865,EV Connect,42.340492,-76.840909
13210,ChargePoint Network,43.035251,-76.139692
10952,ChargePoint Network,41.105846,-74.069285
14221,ChargePoint Network,42.980606,-78.696452
14607,ChargePoint Network,43.152099,-77.600934
12548,Tesla Destination,41.667875,-74.105849
12845,ChargePoint Network,43.41186,-73.70845
12970,ChargePoint Network,44.436237,-74.25109
14203,ChargePoint Network,42.895816,-78.868311
12302,ChargePoint Network,42.82644,-73.96356
12804,ChargePoint Network,43.323772,-73.66255
10280,Tesla Destination,40.706643,-74.018095
10601,Non-Networked,41.031464,-73.769946
10075,Tesla Destination,40.771689,-73.955816
12953,ChargePoint Network,44.84974,-74.295105
10954,eVgo Network,41.094148,-74.01297
14215,ChargePoint Network,42.952295,-78.817859
12912,EV Connect,44.442528,-73.674603
10019,Blink Network,40.762115,-73.985254
12019,ChargePoint Network,42.939547,-73.874605
12205,ChargePoint Network,42.721222,-73.801094
13152,Tesla Destination,42.944626,-76.443793
14618,Tesla Destination,43.111488,-77.548676
11364,eVgo Network,40.744854,-73.777104
12302,ChargePoint Network,42.890084,-73.924167
10280,Tesla Destination,40.710652,-74.016396
13413,ChargePoint Network,43.092808,-75.316605
14052,ChargePoint Network,42.764935,-78.613315
12845,ChargePoint Network,43.447598,-73.69586
11371,ChargePoint Network,40.770752,-73.866327
12817,Tesla Destination,43.625316,-73.850472
13156,EV Connect,43.319653,-76.698558
10606,Blink Network,41.02742,-73.776051
12205,ChargePoint Network,42.730871,-73.853173
